atoms,coordinates,charge,total_energy,forces,patience,pred_energy,pred_forces,type
"[83, 83]","[[-6.52547299861908, 4.558305442333221, 9.466848969459534], [-8.520897030830383, 2.597196102142334, 9.653927683830261]]",-2,-11684.77099488771,"[[0.343759458990791, 0.33599523738345327, -0.0039608159143751575], [-0.3437585848152342, -0.33599462031835436, 0.003957856058783937]]","[0, 0]",-11684.765821658955,"[[0.34503761959051976, 0.3391041139994373, -0.03234861024050011], [-0.34503761959051976, -0.3391041139994373, 0.03234861024050011]]",train
"[83, 83]","[[17.59505867958069, 4.307579696178436, -7.956421375274658], [17.160592079162598, 6.808798909187317, -9.073954820632935]]",-2,-11684.747397651756,"[[0.14068667736754645, -0.7135463124778878, 0.3129564434275599], [-0.14068760296519486, 0.7135457982569721, -0.31295675196010936]]","[0, 0]",-11684.746601714627,"[[0.1236558929227351, -0.7118855508858013, 0.3180672482621616], [-0.1236558929227351, 0.7118855508858013, -0.3180672482621616]]",train
"[83, 83]","[[17.59439468383789, 4.308611154556274, -7.950835824012756], [17.158591747283936, 6.811860203742981, -9.072032570838928]]",-2,-11684.7509349309,"[[0.13518765031630406, -0.6798936388656877, 0.2991701806755416], [-0.13518806169303668, 0.6798926104238561, -0.29917146622783103]]","[0, 0]",-11684.74931303964,"[[0.11808123243968706, -0.6782577813007592, 0.30378935653686484], [-0.11808123243968706, 0.6782577813007592, -0.30378935653686484]]",train
"[83, 83]","[[17.595043182373047, 4.2996349930763245, -7.900753617286682], [17.13714838027954, 6.8559253215789795, -9.054515361785889]]",-2,-11684.785979981189,"[[0.042292351186441444, -0.1326411254971864, 0.05550659973395706], [-0.04229224834225829, 0.13264014847744643, -0.05550875946180333]]","[0, 0]",-11684.77757351042,"[[0.02348132404262062, -0.13108923987813764, 0.05916610816873337], [-0.02348132404262062, 0.13108923987813764, -0.05916610816873337]]",train
"[83, 83]","[[-6.423495411872864, 4.602734744548798, 9.459088444709778], [-8.63997995853424, 2.5680068135261536, 9.581500887870789]]",-2,-11684.732313815184,"[[-0.6999904206961383, -0.6428748751388021, 0.05346812517962841], [0.699990934917054, 0.6428753893597179, -0.05346858797845261]]","[0, 0]",-11684.700892743698,"[[-0.6941064896036871, -0.6371882283718295, 0.03833424931127251], [0.6941064896036871, 0.6371882283718295, -0.03833424931127251]]",train
"[83, 83]","[[-6.505517363548279, 4.566813707351685, 9.465185403823853], [-8.541823625564575, 2.59009450674057, 9.641154408454895]]",-2,-11684.787336971478,"[[0.09307336869078751, 0.08750939553788231, 0.020161383404099814], [-0.09307192887222333, -0.08751001260298125, -0.020163172892886723]]","[0, 0]",-11684.777804618056,"[[0.09430233183918238, 0.09154282608959577, -0.008149210056298685], [-0.09430233183918238, -0.09154282608959577, 0.008149210056298685]]",train
"[83, 83]","[[-6.476461291313171, 4.579396545886993, 9.462607502937317], [-8.573368191719055, 2.580292522907257, 9.621313214302063]]",-2,-11684.788660726585,"[[-0.22829572891890662, -0.2204562767915905, 0.041387846880005595], [0.2282960374514561, 0.22045457986256844, -0.041386026537963735]]","[0, 0]",-11684.772133524311,"[[-0.22596520076554197, -0.21542584547572471, 0.017102317668100313], [0.22596520076554197, 0.21542584547572471, -0.017102317668100313]]",train
"[83, 83]","[[-6.520535945892334, 4.560422897338867, 9.46644127368927], [-8.52611780166626, 2.595376670360565, 9.650663137435913]]",-2,-11684.776221185191,"[[0.27838897080618996, 0.27062989140801, 0.002777704658886917], [-0.27838804520854155, -0.27062927434291106, -0.002780577611143371]]","[0, 0]",-11684.770117608168,"[[0.2798565687462268, 0.27420027406343683, -0.025706105451515374], [-0.2798565687462268, -0.27420027406343683, 0.025706105451515374]]",train
"[83, 83]","[[17.59420156478882, 4.298028945922852, -7.894710302352905], [17.133464813232422, 6.863367557525635, -9.051389694213867]]",-2,-11684.7881035389,"[[0.029868650448216044, -0.06063811309669265, 0.022433849043944253], [-0.02986985886736812, 0.060636724700220045, -0.022435288862508434]]","[0, 0]",-11684.778598874374,"[[0.010396254307166425, -0.05788535969862009, 0.026099791408051437], [-0.010396254307166425, 0.05788535969862009, -0.026099791408051437]]",train
"[83, 83]","[[-6.462932229042053, 4.585508406162262, 9.461188912391663], [-8.589128851890564, 2.5761115550994873, 9.611487984657288]]",-2,-11684.78048942646,"[[-0.3637197151681025, -0.34599765694880796, 0.04736552618628198], [0.3637198180122856, 0.34599611428606064, -0.04736377783516833]]","[0, 0]",-11684.760823934972,"[[-0.36054630645664054, -0.3407401766472969, 0.025486718766692236], [0.36054630645664054, 0.3407401766472969, -0.025486718766692236]]",train
"[83, 83]","[[-6.44264817237854, 4.594696760177612, 9.459837675094604], [-8.615551590919495, 2.5711461901664734, 9.596123695373535]]",-2,-11684.759073239104,"[[-0.5503043116594627, -0.5139514640185103, 0.05265863861401008], [0.5503048258803785, 0.5139496642453051, -0.052657558750086944]]","[0, 0]",-11684.7339168299,"[[-0.5466862216044841, -0.5091101638046133, 0.034288541703261365], [0.5466862216044841, 0.5091101638046133, -0.034288541703261365]]",train
"[83, 83]","[[17.594112157821655, 4.308947920799255, -7.948059439659119], [17.157304286956787, 6.813510060310364, -9.071105718612671]]",-2,-11684.752666739165,"[[0.13196965582536296, -0.6599094714157925, 0.2906814732199637], [-0.13197006720209561, 0.6599089571948767, -0.2906827587722531]]","[0, 0]",-11684.750861706472,"[[0.11484834093075603, -0.6585156213218099, 0.29527856645737055], [-0.11484834093075603, 0.6585156213218099, -0.29527856645737055]]",train
"[83, 83]","[[-6.500571966171265, 4.568965435028076, 9.464643597602844], [-8.547118902206421, 2.5883454084396362, 9.637906551361084]]",-2,-11684.789479664249,"[[0.03475380571241137, 0.03048468196310938, 0.024532929675406538], [-0.03475233504059225, -0.030486605149334395, -0.024531916660202456]]","[0, 0]",-11684.778699829612,"[[0.03580302820043007, 0.03464967913399681, -0.003031124432217519], [-0.03580302820043007, -0.03464967913399681, 0.003031124432217519]]",train
"[83, 83]","[[-6.485791206359863, 4.575262069702148, 9.463523626327515], [-8.562951683998108, 2.583443522453308, 9.628071188926697]]",-2,-11684.79119759116,"[[-0.12923209793603363, -0.12697903899355067, 0.035953508819968116], [0.12923256073485784, 0.126977290642437, -0.03595164219804384]]","[0, 0]",-11684.776787169358,"[[-0.12756582080725773, -0.12232466899611867, 0.010105451702347475], [0.12756582080725773, 0.12232466899611867, -0.010105451702347475]]",train
"[83, 83]","[[-6.481088399887085, 4.577323794364929, 9.463101029396057], [-8.568239212036133, 2.581856846809387, 9.624694585800171]]",-2,-11684.790236543597,"[[-0.17990800354298545, -0.1749571359879628, 0.038849626728677734], [0.17990841491971804, 0.17495538763684915, -0.03884778581779924]]","[0, 0]",-11684.774761572337,"[[-0.17790123543197728, -0.17008643226326497, 0.013773654090927191], [0.17790123543197728, 0.17008643226326497, -0.013773654090927191]]",train
"[83, 83]","[[-6.490678191184998, 4.573271572589874, 9.463814496994019], [-8.55762004852295, 2.5850141048431396, 9.631389379501343]]",-2,-11684.79118872759,"[[-0.07665588893482281, -0.0767183667760899, 0.03279427949528218], [0.07665712306502069, 0.07671620704824363, -0.032793189346940727]]","[0, 0]",-11684.778147324909,"[[-0.07526298622842231, -0.07239787315851591, 0.006101858177385634], [0.07526298622842231, 0.07239787315851591, -0.006101858177385634]]",train
"[83, 83]","[[17.594646215438843, 4.30694580078125, -7.92742133140564], [17.14892864227295, 6.829636096954346, -9.063408970832825]]",-2,-11684.769507970062,"[[0.09731533129131809, -0.4520188511884372, 0.19882027749394052], [-0.09731296587510552, 0.4520181827012467, -0.19882351708570994]]","[0, 0]",-11684.764980322108,"[[0.07972134737340467, -0.4512100969864153, 0.2031835194906299], [-0.07972134737340467, 0.4512100969864153, -0.2031835194906299]]",train
"[83, 83]","[[-6.51047945022583, 4.564725458621979, 9.465661644935608], [-8.536545038223267, 2.591850161552429, 9.644361734390259]]",-2,-11684.784365700045,"[[0.1525775218240057, 0.14628155519748995, 0.015072838341086662], [-0.15257695618099834, -0.14628140093121522, -0.015073923347218956]]","[0, 0]",-11684.776099218092,"[[0.15422193668640186, 0.15017314886412814, -0.013602458896194622], [-0.15422193668640186, -0.15017314886412814, 0.013602458896194622]]",train
"[83, 83]","[[17.594646215438843, 4.298710525035858, -7.897703647613525], [17.135380506515503, 6.859606504440308, -9.053020477294922]]",-2,-11684.787077988076,"[[0.03585933954366162, -0.09538268340145664, 0.03850556151393041], [-0.035860116017244446, 0.09538124358289246, -0.038507541264456165]]","[0, 0]",-11684.778196571797,"[[0.016752865526021028, -0.09341508659478835, 0.04214307123642028], [-0.016752865526021028, 0.09341508659478835, -0.04214307123642028]]",train
"[83, 83]","[[17.594428062438965, 4.3077293038368225, -7.930490970611572], [17.149996757507324, 6.826921105384827, -9.06451404094696]]",-2,-11684.766988673437,"[[0.10354969425212357, -0.4884534085329068, 0.21510657949429016], [-0.10354732883591099, 0.4884527400457163, -0.21510981908605956]]","[0, 0]",-11684.76281688351,"[[0.08599317749744712, -0.4874393530265653, 0.2194225431274482], [-0.08599317749744712, 0.4874393530265653, -0.2194225431274482]]",train
"[83, 83]","[[17.59510636329651, 4.305240213871002, -7.920710444450378], [17.146741151809692, 6.83562695980072, -9.061245322227478]]",-2,-11684.774491557106,"[[0.08374072186823416, -0.37319094452745805, 0.16360658344771192], [-0.08373840787411316, 0.37319027604026755, -0.1636098744615729]]","[0, 0]",-11684.76918582706,"[[0.06604101237360253, -0.37270800257628367, 0.1679926899904397], [-0.06604101237360253, 0.37270800257628367, -0.1679926899904397]]",train
"[83, 83]","[[-12.520772218704224, 7.132705450057983, 9.675266742706299], [-9.67709481716156, 7.668706178665161, 9.286364316940308]]",-2,-11684.783072864437,"[[0.42666297778604645, 0.07720775082163617, -0.06649694052270518], [-0.42666277209768005, -0.07720775082163617, 0.06649539785995784]]","[0, 0]",-11684.765283033685,"[[0.4241537229048756, 0.07994813490275908, -0.058007427862913075], [-0.4241537229048756, -0.07994813490275908, 0.058007427862913075]]",train
"[83, 83]","[[-12.519679069519043, 7.13310182094574, 9.674351811408997], [-9.678240418434143, 7.667822241783142, 9.290438890457153]]",-2,-11684.784087490156,"[[0.4075877472268811, 0.07337726779791146, -0.06303386834330411], [-0.4075875929606064, -0.07337726779791146, 0.06303237710264835]]","[0, 0]",-11684.76659183416,"[[0.40465238355860716, 0.07615011949904361, -0.054673458630822555], [-0.40465238355860716, -0.07615011949904361, 0.054673458630822555]]",train
"[83, 83]","[[-12.518624067306519, 7.133331894874573, 9.674037098884583], [-9.68013882637024, 7.6667338609695435, 9.294759035110474]]",-2,-11684.7852234779,"[[0.3840575637638699, 0.06874953666636394, -0.05911015706754877], [-0.3840573580755036, -0.06874953666636394, 0.05910866582689302]]","[0, 0]",-11684.768093589302,"[[0.38070604446226414, 0.07154145094424669, -0.050869896847911364], [-0.38070604446226414, -0.07154145094424669, 0.050869896847911364]]",train
"[83, 83]","[[20.41663646697998, 5.952135920524597, -6.0409533977508545], [19.68896508216858, 6.962551474571228, -3.4790635108947754]]",-2,-11684.789289201051,"[[0.006981459102712412, -0.03303999481767772, -0.06897265712172018], [-0.006983351435682477, 0.03304027249697224, 0.06897224574498756]]","[0, 0]",-11684.778363830394,"[[0.022861763217336697, -0.0317449354611013, -0.08048869476621405], [-0.022861763217336697, 0.0317449354611013, 0.08048869476621405]]",train
"[83, 83]","[[-12.517971992492676, 7.133520245552063, 9.673769474029541], [-9.681302905082703, 7.666113376617432, 9.296777248382568]]",-2,-11684.785852005434,"[[0.36987540232879385, 0.06598210254182788, -0.05686141758075835], [-0.3698752480625191, -0.06598205111973629, 0.05685997776219417]]","[0, 0]",-11684.768942482298,"[[0.3663122818146364, 0.06877622983422757, -0.04868276071256887], [-0.3663122818146364, -0.06877622983422757, 0.04868276071256887]]",train
"[83, 83]","[[-12.520214319229126, 7.1329498291015625, 9.6747225522995], [-9.677634239196777, 7.66831636428833, 9.288384914398193]]",-2,-11684.783584505947,"[[0.41723843968584345, 0.07530960715522345, -0.06476129066567841], [-0.41723823399747717, -0.07530960715522345, 0.06475979942502265]]","[0, 0]",-11684.765939918145,"[[0.4145106328607654, 0.07806820390798519, -0.05633651621965254], [-0.4145106328607654, -0.07806820390798519, 0.05633651621965254]]",train
"[83, 83]","[[20.429580211639404, 5.987985730171204, -6.026551127433777], [19.698007106781006, 6.983047127723694, -3.479798138141632]]",-2,-11684.78403684675,"[[0.04596291664756824, -0.08803719188583724, -0.2082863132220468], [-0.04596316861581697, 0.08803847743812668, 0.20828554189067314]]","[0, 0]",-11684.775377703165,"[[0.0628440254592656, -0.08547835258846069, -0.21877268127361635], [-0.0628440254592656, 0.08547835258846069, 0.21877268127361635]]",train
"[83, 83]","[[-12.522172927856445, 7.131645679473877, 9.678313732147217], [-9.67561960220337, 7.670568823814392, 9.277507066726685]]",-2,-11684.78128576016,"[[0.45648198020484404, 0.08350268900632035, -0.07283892992118307], [-0.4564818259385693, -0.08350268900632035, 0.07283738725843573]]","[0, 0]",-11684.763049849156,"[[0.4549364173182922, 0.08613074706405961, -0.06405695855421022], [-0.4549364173182922, -0.08613074706405961, 0.06405695855421022]]",train
"[83, 83]","[[20.441718101501465, 6.017526388168335, -6.018610596656799], [19.705724716186523, 7.00160026550293, -3.4780457615852356]]",-2,-11684.780521812108,"[[0.06483045337885061, -0.11355237092793617, -0.27598514229120075], [-0.06483035053466746, 0.11355519914297293, 0.27598329109590397]]","[0, 0]",-11684.773064587294,"[[0.0825858337405595, -0.11042295113454835, -0.2850768352850748], [-0.0825858337405595, 0.11042295113454835, 0.2850768352850748]]",train
"[83, 83]","[[-12.521636486053467, 7.132018208503723, 9.676799178123474], [-9.676039218902588, 7.669501304626465, 9.28222119808197]]",-2,-11684.78205232976,"[[0.44436369583733604, 0.08085110885410914, -0.06996525775544718], [-0.4443635415710613, -0.08085110885410914, 0.06996371509269984]]","[0, 0]",-11684.76399142574,"[[0.44232698519732055, 0.08354775998942805, -0.06133421983208312], [-0.44232698519732055, -0.08354775998942805, 0.06133421983208312]]",train
"[83, 83]","[[-12.520248889923096, 7.130024433135986, 9.682900309562683], [-9.676620960235596, 7.675195336341858, 9.259319305419922]]",-2,-11684.780569679137,"[[0.4635326688694477, 0.08658462064294647, -0.07839719522192314], [-0.46353251460317296, -0.08658456922085489, 0.07839554971499264]]","[0, 0]",-11684.762331280504,"[[0.4636690417018839, 0.08889308886517937, -0.06906719273065352], [-0.4636690417018839, -0.08889308886517937, 0.06906719273065352]]",train
"[83, 83]","[[20.45017719268799, 6.032613515853882, -6.0159748792648315], [19.709696769714355, 7.014560103416443, -3.475939631462097]]",-2,-11684.780431546182,"[[0.06504580909837859, -0.1136889480031669, -0.2769732177808689], [-0.06504575767628701, 0.11369182764029526, 0.27697136658557214]]","[0, 0]",-11684.77305066878,"[[0.08319451192050184, -0.11032373652257718, -0.285378230329452], [-0.08319451192050184, 0.11032373652257718, 0.285378230329452]]",train
"[83, 83]","[[20.45687198638916, 6.043896675109863, -6.014738082885742], [19.712589979171753, 7.025420665740967, -3.473924398422241]]",-2,-11684.78101259309,"[[0.06145464448885713, -0.10883470255821902, -0.2648131272529081], [-0.061454541644673975, 0.10883753077325578, 0.26481127605761134]]","[0, 0]",-11684.77353232872,"[[0.07989381650236092, -0.10536019524819755, -0.272739768400607], [-0.07989381650236092, 0.10536019524819755, 0.272739768400607]]",train
"[83, 83]","[[20.421454906463623, 5.96567690372467, -6.0342758893966675], [19.692986011505127, 6.970465183258057, -3.47968727350235]]",-2,-11684.787330377883,"[[0.024598791090299436, -0.05829208301263695, -0.13243435726695188], [-0.02459949557295405, 0.05829331714283482, 0.13243332882512035]]","[0, 0]",-11684.77732463369,"[[0.04092317721188985, -0.05644596373070589, -0.14350905488926297], [-0.04092317721188985, 0.05644596373070589, 0.14350905488926297]]",train
"[83, 83]","[[20.435969829559326, 6.0053551197052, -6.021676659584045], [19.70231533050537, 6.9935667514801025, -3.479037582874298]]",-2,-11684.781879673978,"[[0.058442184097952654, -0.10521129629727825, -0.25366173247333823], [-0.05844197840958635, 0.10521335318094135, 0.253660292654774]]","[0, 0]",-11684.773887902153,"[[0.07594332337994154, -0.1022934850348159, -0.2631980883236476], [-0.07594332337994154, 0.1022934850348159, 0.2631980883236476]]",train
"[83, 83]","[[-12.521840333938599, 7.130793929100037, 9.681705832481384], [-9.67629849910736, 7.673941254615784, 9.264779090881348]]",-2,-11684.780420188144,"[[0.4675058481973009, 0.08676002139731848, -0.07761341970209373], [-0.4675056939310262, -0.0867599699752269, 0.07761182561725481]]","[0, 0]",-11684.762078227135,"[[0.4671650752192114, 0.08917087707998014, -0.0684486905855079], [-0.4671650752192114, -0.08917087707998014, 0.0684486905855079]]",train
"[83, 83]","[[20.454564094543457, 6.0401469469070435, -6.015123724937439], [19.71158742904663, 7.021706700325012, -3.4745371341705322]]",-2,-11684.780813558304,"[[0.06269597377954614, -0.11049687024638104, -0.2690089642372934], [-0.0626958195132714, 0.1104997498835094, 0.2690071130419966]]","[0, 0]",-11684.773368661492,"[[0.08103453596590217, -0.10705617394840004, -0.27709518350259565], [-0.08103453596590217, 0.10705617394840004, 0.27709518350259565]]",train
"[83, 83]","[[-12.521934509277344, 7.131757140159607, 9.677618741989136], [-9.675753116607666, 7.669973373413086, 9.279868006706238]]",-2,-11684.781632316375,"[[0.4511285290948585, 0.08230820524105875, -0.07150411526800556], [-0.45112832340649217, -0.08230815381896717, 0.07150257260525822]]","[0, 0]",-11684.763472314842,"[[0.44934395500232344, 0.08497146791818665, -0.06279532603136594], [-0.44934395500232344, -0.08497146791818665, 0.06279532603136594]]",train
"[83, 83]","[[20.448033809661865, 6.028884053230286, -6.016498804092407], [19.70866560935974, 7.011043429374695, -3.4765955805778503]]",-2,-11684.780307230903,"[[0.06581626629648933, -0.11474315230260415, -0.27957810667392746], [-0.06581616345230618, 0.11474603193973251, 0.2795762040565391]]","[0, 0]",-11684.772943493072,"[[0.08387455320654864, -0.11141698928635707, -0.28812876720030084], [-0.08387455320654864, 0.11141698928635707, 0.28812876720030084]]",train
"[83, 83]","[[-12.522242069244385, 7.131069302558899, 9.68106746673584], [-9.676080346107483, 7.673326134681702, 9.267587661743164]]",-2,-11684.780463761484,"[[0.46755068826115675, 0.08650044267903355, -0.0769236951877602], [-0.4675505339948821, -0.08650039125694198, 0.07692210110292129]]","[0, 0]",-11684.762102901232,"[[0.46695761922164897, 0.08896576651858717, -0.067837868721954], [-0.46695761922164897, -0.08896576651858717, 0.067837868721954]]",train
"[83, 83]","[[20.443763732910156, 6.02132260799408, -6.0178327560424805], [19.706711769104004, 7.004423141479492, -3.477523624897003]]",-2,-11684.78037901757,"[[0.06555375651898447, -0.11445421157002829, -0.2785593321955873], [-0.06555365367480133, 0.11445703978506505, 0.27855748100029054]]","[0, 0]",-11684.772971363522,"[[0.08340374844840935, -0.11124625348108998, -0.2874577562498398], [-0.08340374844840935, 0.11124625348108998, 0.2874577562498398]]",train
"[83, 83]","[[-12.52231478691101, 7.13154673576355, 9.678955674171448], [-9.67571496963501, 7.671214938163757, 9.275126457214355]]",-2,-11684.781047729264,"[[0.4598909563439052, 0.08434662837329582, -0.0739124689270536], [-0.45989080207763045, -0.08434657695120423, 0.07391087484221467]]","[0, 0]",-11684.762769019842,"[[0.45857291047182647, 0.0869378325544124, -0.06505485535047277], [-0.45857291047182647, -0.0869378325544124, 0.06505485535047277]]",train
"[83, 83]","[[-12.511693239212036, 7.128057479858398, 9.688247442245483], [-9.67910349369049, 7.6797789335250854, 9.240089654922485]]",-2,-11684.782439558308,"[[0.42450751797337816, 0.08127832359093781, -0.07725536767843726], [-0.424507415129195, -0.08127832359093781, 0.07725356790523202]]","[0, 0]",-11684.76500103144,"[[0.4264713655755605, 0.08306653024306644, -0.0674741069917168], [-0.4264713655755605, -0.08306653024306644, 0.0674741069917168]]",train
"[83, 83]","[[20.418190956115723, 5.956591963768005, -6.038594841957092], [19.69029426574707, 6.965142488479614, -3.479311168193817]]",-2,-11684.788641794796,"[[0.013131119594270876, -0.041959017762206424, -0.09113141340235048], [-0.013131824076925492, 0.04196026731903177, 0.09113033353842734]]","[0, 0]",-11684.77806398872,"[[0.029158141204113273, -0.04040059393061652, -0.10251998082746759], [-0.029158141204113273, 0.04040059393061652, 0.10251998082746759]]",train
"[83, 83]","[[-12.513132095336914, 7.128382325172424, 9.687166810035706], [-9.678516387939453, 7.6794010400772095, 9.24287736415863]]",-2,-11684.782049876652,"[[0.4327371609315869, 0.08254659805761361, -0.07783319772149741], [-0.4327370580874038, -0.08254659805761361, 0.07783144937038376]]","[0, 0]",-11684.76445004638,"[[0.43440383560239443, 0.08444341947964024, -0.06808719746489497], [-0.43440383560239443, -0.08444341947964024, 0.06808719746489497]]",train
"[83, 83]","[[20.419814586639404, 5.961146950721741, -6.036347150802612], [19.691680669784546, 6.967782974243164, -3.479469418525696]]",-2,-11684.7879988991,"[[0.018996806727299892, -0.05032670332525588, -0.11226980111980174], [-0.018997511209954503, 0.050327952882081216, 0.11226872125587858]]","[0, 0]",-11684.77771453947,"[[0.03517207773287633, -0.04862495709709748, -0.12350846495594642], [-0.03517207773287633, 0.04862495709709748, 0.12350846495594642]]",train
"[83, 83]","[[20.459177494049072, 6.047822833061218, -6.014385223388672], [19.713687896728516, 7.0292627811431885, -3.4732499718666077]]",-2,-11684.78122647523,"[[0.06011093381383665, -0.10702968429965376, -0.2602704482608304], [-0.06011083096965349, 0.1070325639367821, 0.26026859706553357]]","[0, 0]",-11684.773706222535,"[[0.07863830953146367, -0.10352763968968856, -0.26805280876988513], [-0.07863830953146367, 0.10352763968968856, 0.26805280876988513]]",train
"[83, 83]","[[20.434269905090332, 6.001119613647461, -6.022824645042419], [19.701194763183594, 6.990915536880493, -3.4792304039001465]]",-2,-11684.782385890629,"[[0.05550613693513286, -0.10127416385562109, -0.24331514484905306], [-0.05550593124676654, 0.10127616931719263, 0.24331370503048888]]","[0, 0]",-11684.77425034976,"[[0.07292640131748993, -0.0984650148310316, -0.2530370542041874], [-0.07292640131748993, 0.0984650148310316, 0.2530370542041874]]",train
"[83, 83]","[[-12.518086433410645, 7.129282355308533, 9.684133529663086], [-9.677126407623291, 7.677008509635925, 9.253988265991211]]",-2,-11684.78094773853,"[[0.4556490451654662, 0.08573990994459733, -0.0785963529826041], [-0.455648942321283, -0.08573985852250575, 0.07859470747567361]]","[0, 0]",-11684.762879003943,"[[0.45625050799430433, 0.08796334122455009, -0.06908016771803976], [-0.45625050799430433, -0.08796334122455009, 0.06908016771803976]]",train
"[83, 83]","[[-12.519179582595825, 7.129638195037842, 9.683565497398376], [-9.676863551139832, 7.67610490322113, 9.25666093826294]]",-2,-11684.780749045249,"[[0.459767954700851, 0.08620024050840214, -0.0785367033563738], [-0.4597678518566679, -0.08620018908631055, 0.07853505784944333]]","[0, 0]",-11684.76259271409,"[[0.46013811295690354, 0.08846664379133887, -0.06911091380385798], [-0.46013811295690354, -0.08846664379133887, 0.06911091380385798]]",train
"[83, 83]","[[-12.521257400512695, 7.132382392883301, 9.675934910774231], [-9.676532745361328, 7.669106125831604, 9.284364581108093]]",-2,-11684.782551111168,"[[0.43591674312011935, 0.07909283327678814, -0.0682449831038022], [-0.43591653743175307, -0.07909278185469655, 0.06824344044105486]]","[0, 0]",-11684.764618393623,"[[0.43363316780815114, 0.08181502281239404, -0.05968868803008088], [-0.43363316780815114, -0.08181502281239404, 0.05968868803008088]]",train
"[83, 83]","[[20.428013801574707, 5.983532071113586, -6.027944087982178], [19.697130918502808, 6.980524659156799, -3.480027914047241]]",-2,-11684.78457908204,"[[0.04249271222406533, -0.08324907525065844, -0.19586623259906846], [-0.04249296933452322, 0.08325036080294788, 0.19586540984560324]]","[0, 0]",-11684.77574352122,"[[0.05925505990071918, -0.08082944188920352, -0.20656787702288248], [-0.05925505990071918, 0.08082944188920352, 0.20656787702288248]]",train
"[83, 83]","[[20.431113243103027, 5.9924328327178955, -6.025153994560242], [19.699004888534546, 6.985608339309692, -3.47959965467453]]",-2,-11684.783456296997,"[[0.04959569201359449, -0.0930024062044101, -0.22119084136977993], [-0.04959594398184322, 0.09300369175669955, 0.22119001861631465]]","[0, 0]",-11684.774976735182,"[[0.06657410248782063, -0.09031418307363491, -0.23147939024921468], [-0.06657410248782063, 0.09031418307363491, 0.23147939024921468]]",train
"[83, 83]","[[-12.502257823944092, 7.13628888130188, 9.658820629119873], [-9.716246724128723, 7.648232579231262, 9.331300854682922]]",-2,-11684.789216291374,"[[-0.05527756573806936, -0.014244875817964424, 0.0010831631645302283], [0.05527792569271041, 0.014243518274746769, -0.0010844739136445472]]","[0, 0]",-11684.77859961438,"[[-0.06277239555939848, -0.01153474668952111, 0.007379439671235949], [0.06277239555939848, 0.01153474668952111, -0.007379439671235949]]",train
"[83, 83]","[[20.499072074890137, 6.11278235912323, -6.014918684959412], [19.735393524169922, 7.1105509996414185, -3.462291657924652]]",-2,-11684.788025995666,"[[0.011839170396632648, -0.04476013849893514, -0.09918802102239979], [-0.011839838883823159, 0.04476142919343375, 0.09918694115847665]]","[0, 0]",-11684.77801746845,"[[0.03149780646510682, -0.04115281685776793, -0.10528271613667252], [-0.03149780646510682, 0.04115281685776793, 0.10528271613667252]]",train
"[83, 83]","[[-12.509526014328003, 7.134732007980347, 9.669284224510193], [-9.696259498596191, 7.656407952308655, 9.314253330230713]]",-2,-11684.79082392069,"[[0.18282893261088135, 0.030159745766429023, -0.029831071183690955], [-0.18282877834460665, -0.030159828041775548, 0.02982963136512678]]","[0, 0]",-11684.77667366863,"[[0.17729157299449694, 0.03287592847892564, -0.022373986025308525], [-0.17729157299449694, -0.03287592847892564, 0.022373986025308525]]",train
"[83, 83]","[[20.49675703048706, 6.1093467473983765, -6.014654636383057], [19.734097719192505, 7.105821371078491, -3.4630081057548523]]",-2,-11684.787669456406,"[[0.015484677872533567, -0.04946370693114165, -0.11123251468849359], [-0.015485346359724077, 0.04946499762564026, 0.11123143482457046]]","[0, 0]",-11684.777818092389,"[[0.03508637859610139, -0.04584312469548388, -0.11738929151088819], [-0.03508637859610139, 0.04584312469548388, 0.11738929151088819]]",train
"[83, 83]","[[-12.510393857955933, 7.134494185447693, 9.669942855834961], [-9.694339632987976, 7.657138705253601, 9.312196969985962]]",-2,-11684.790517983203,"[[0.2056994220610405, 0.034473946121208146, -0.03301077164303403], [-0.2056992677947658, -0.034474023254345516, 0.03300933182446985]]","[0, 0]",-11684.776048331349,"[[0.20037995497191924, 0.03718944202724645, -0.025455867952481448], [-0.20037995497191924, -0.03718944202724645, 0.025455867952481448]]",train
"[83, 83]","[[-12.50415563583374, 7.136330604553223, 9.662668704986572], [-9.709492325782776, 7.651122808456421, 9.325811266899109]]",-2,-11684.790410399944,"[[0.0232899240245321, 0.00022188833061994174, -0.008704592822649126], [-0.023289558927681895, -0.00022323754345876103, 0.00870326099047726]]","[0, 0]",-11684.778836427393,"[[0.016282845820894693, 0.0029993888908934423, -0.001962668529075769], [-0.016282845820894693, -0.0029993888908934423, 0.001962668529075769]]",train
"[83, 83]","[[20.489821434020996, 6.099163293838501, -6.013672947883606], [19.73024010658264, 7.091548442840576, -3.4653866291046143]]",-2,-11684.78634570511,"[[0.02754446446866261, -0.0650499742877964, -0.15126800683988448], [-0.027545127813643967, 0.06505125984008585, 0.15126692697596134]]","[0, 0]",-11684.777010902642,"[[0.04697194804166151, -0.061368364350721974, -0.15758414304974872], [-0.04697194804166151, 0.061368364350721974, 0.15758414304974872]]",train
